% Model:              PROYECTO.mph
% Version:            COMSOL 5.6.0.280
% Date:               Jul 27 2026, 17:09
% Table:              Tabla 9 - Valor propio 2
% F (kV/cm)                                       lambda                                            Energía propia (eV)                               Probabilidad total (1)
-24.000000000000004                               0.07759933031908967                               0.07759933031908968                               0.9999999999999991
-24.000000000000004                               0.08312529441316321                               0.08312529441316321                               0.9999999999999994
-24.000000000000004                               0.09201030633160213                               0.09201030633160213                               1.000000000000001
-24.000000000000004                               0.10042651507752559                               0.10042651507752559                               1.0000000000000027
-24.000000000000004                               0.10827560133694118                               0.10827560133694118                               0.9999999999999998
-24.000000000000004                               0.11548834201402636                               0.11548834201402636                               0.9999999999999996
-24.000000000000004                               0.11826329961657392                               0.11826329961657392                               1.0000000000000013
-24.000000000000004                               0.11849721578301384                               0.11849721578301384                               0.9999999999999989
-24.000000000000004                               0.12067885365220248                               0.12067885365220249                               1.0000000000000009
-24.000000000000004                               0.12693465555617506                               0.12693465555617506                               0.9999999999999999
-24.000000000000004                               0.1277173707725344                                0.1277173707725344                                0.9999999999999999
-24.000000000000004                               0.1393411002195581                                0.1393411002195581                                1.0000000000000016
-24.000000000000004                               0.13989029025356742                               0.13989029025356742                               0.9999999999999989
-24.000000000000004                               0.15433663195829952                               0.15433663195829952                               1.0000000000000024
-24.000000000000004                               0.15502514553393223                               0.15502514553393226                               0.9999999999999979
-24.000000000000004                               0.15518637647931802                               0.15518637647931802                               0.9999999999999999
-24.000000000000004                               0.16824981614362358                               0.1682498161436236                                1.0000000000000009
-24.000000000000004                               0.16849537951734633                               0.16849537951734633                               1.0000000000000002
-24.000000000000004                               0.17321157744913945                               0.17321157744913948                               0.9999999999999998
-24.000000000000004                               0.17328276384410796                               0.17328276384410796                               1.0000000000000002
-24.000000000000004                               0.17762354412815545                               0.17762354412815545                               1.000000000000001
-23.8                                             0.02861350652913361                               0.028613506529133612                              1
-23.8                                             0.03341776366358129                               0.03341776366358129                               1.0000000000000002
-23.8                                             0.04404283984604075                               0.04404283984604075                               0.9999999999999979
-23.8                                             0.04584525882308895                               0.04584525882308896                               0.9999999999999992
-23.8                                             0.051805741600547794                              0.051805741600547794                              1
-23.8                                             0.05441257186227376                               0.05441257186227376                               0.9999999999999993
-23.8                                             0.06441788599577761                               0.06441788599577761                               1.0000000000000022
-23.8                                             0.0740482090415899                                0.0740482090415899                                0.9999999999999989
-23.8                                             0.07688389950879461                               0.07688389950879461                               1.0000000000000002
-23.8                                             0.07759584281419854                               0.07759584281419854                               1.0000000000000004
-23.8                                             0.08331768698773934                               0.08331768698773935                               0.9999999999999987
-23.8                                             0.09215312022552691                               0.09215312022552692                               0.9999999999999983
-23.8                                             0.10051756353170185                               0.10051756353170185                               0.9999999999999977
-23.8                                             0.10830879229143715                               0.10830879229143717                               1.000000000000001
-23.8                                             0.11546085269113981                               0.11546085269113983                               1.0000000000000013
-23.8                                             0.11825836317364807                               0.11825836317364807                               0.9999999999999978
-23.8                                             0.11849865288809369                               0.11849865288809369                               0.9999999999999998
-23.8                                             0.1204753548050361                                0.1204753548050361                                1.0000000000000002
-23.8                                             0.1267301704279232                                0.1267301704279232                                0.999999999999999
-23.8                                             0.1275843965882602                                0.1275843965882602                                0.9999999999999997
-23.8                                             0.13924680371239737                               0.13924680371239737                               0.9999999999999993
-23.8                                             0.13977656187500223                               0.13977656187500223                               0.9999999999999992
-23.8                                             0.15442801457014677                               0.15442801457014677                               0.9999999999999997
-23.8                                             0.15495255262171198                               0.15495255262171198                               1.0000000000000002
-23.8                                             0.1551094355607765                                0.1551094355607765                                1.0000000000000007
-23.8                                             0.1682524347660086                                0.1682524347660086                                1.0000000000000002
-23.8                                             0.16849599953534516                               0.16849599953534516                               1.000000000000002
-23.8                                             0.1731553370513066                                0.1731553370513066                                1.0000000000000007
-23.8                                             0.17322531981770034                               0.17322531981770034                               1.000000000000002
-23.8                                             0.17766388183443646                               0.1776638818344365                                1.000000000000001
-23.6                                             0.028729048731530274                              0.028729048731530274                              1.0000000000000002
