% Model:              PROYECTO.mph
% Version:            COMSOL 5.6.0.280
% Date:               Jul 14 2026, 18:41
% Table:              Tabla 5 - Valor propio 1
% B (T)                                           lambda                                            Energía propia (eV)                               Probabilidad total (1)
15.5                                              0.09983306711933611+8.957844399710026E-11i        0.09983306711933611+8.957844399710026E-11i        1.0000000000000002
15.5                                              0.10175054092391375+7.182165333316206E-11i        0.10175054092391375+7.182165333316206E-11i        0.9999999999999999
15.600000000000001                                -0.05899873626720423+2.067118975556598E-15i       -0.05899873626720423+2.067118975556598E-15i       0.9999999999999997
15.600000000000001                                -0.04941957185022064-1.937612772427494E-15i       -0.049419571850220646-1.937612772427494E-15i      1.0000000000000009
15.600000000000001                                -0.039935621056065546+1.272443856235902E-16i      -0.039935621056065546+1.2724438562359023E-16i     1.0000000000000007
15.600000000000001                                -0.030568191440884712+1.7037907769619405E-15i     -0.030568191440884712+1.7037907769619405E-15i     1.0000000000000016
15.600000000000001                                -0.021332804543764364+1.5590809681922117E-15i     -0.021332804543764364+1.5590809681922117E-15i     1.0000000000000002
15.600000000000001                                -0.012241862842011786+9.090567120943653E-18i      -0.012241862842011788+9.090567120943653E-18i      1.0000000000000016
15.600000000000001                                -0.0033060472667809093-1.431521688284081E-17i     -0.0033060472667809093-1.4315216882840814E-17i    1.0000000000000016
15.600000000000001                                -7.491683494669776E-4-3.841937868354079E-18i      -7.491683494669776E-4-3.841937868354079E-18i      1.000000000000001
15.600000000000001                                0.005464906879947898+4.5972984191948016E-17i      0.005464906879947898+4.5972984191948016E-17i      0.9999999999999993
15.600000000000001                                0.010532841508287039+9.501946189931356E-17i       0.010532841508287039+9.501946189931357E-17i       1.0000000000000007
15.600000000000001                                0.014061619807983719-2.130305899648598E-16i       0.014061619807983719-2.130305899648598E-16i       1.000000000000001
15.600000000000001                                0.02153372593302645-1.2945491383304148E-16i       0.021533725933026455-1.2945491383304148E-16i      0.9999999999999982
15.600000000000001                                0.02247490355022845+1.9895830068417923E-16i       0.02247490355022845+1.9895830068417925E-16i       1.0000000000000004
15.600000000000001                                0.03069342216485925+2.691041114541782E-16i        0.03069342216485925+2.691041114541782E-16i        1.0000000000000018
15.600000000000001                                0.031347967696955706+8.399456148566631E-18i       0.031347967696955706+8.399456148566631E-18i       1.000000000000001
15.600000000000001                                0.03226963343065403+2.966647330125394E-16i        0.03226963343065403+2.966647330125394E-16i        0.9999999999999998
15.600000000000001                                0.03870866776252704-3.503659088654305E-16i        0.03870866776252704-3.503659088654305E-16i        0.9999999999999991
15.600000000000001                                0.04272583549729867+2.5964866485518376E-16i       0.04272583549729867+2.5964866485518376E-16i       1.0000000000000018
15.600000000000001                                0.046507806799178576-7.654389272153765E-16i       0.046507806799178576-7.654389272153766E-16i       0.9999999999999996
15.600000000000001                                0.04962567592830842+1.9788717790326735E-17i       0.04962567592830842+1.9788717790326735E-17i       0.9999999999999981
15.600000000000001                                0.05291992902574944-3.1786729826631493E-16i       0.05291992902574945-3.17867298266315E-16i         0.9999999999999983
15.600000000000001                                0.054080310555656645-6.349634797216947E-16i       0.05408031055565665-6.349634797216947E-16i        0.9999999999999989
15.600000000000001                                0.06139020416691211                               0.06139020416691212                               0.9999999999999999
15.600000000000001                                0.06286473400937143+1.493102345768787E-15i        0.06286473400937143+1.493102345768787E-15i        0.9999999999999987
15.600000000000001                                0.06635864608701196                               0.06635864608701196                               0.9999999999999998
15.600000000000001                                0.06844790665428084-2.0798932892997334E-16i       0.06844790665428084-2.0798932892997337E-16i       1.0000000000000013
15.600000000000001                                0.07252898358922434-1.4791356245181292E-16i       0.07252898358922434-1.4791356245181292E-16i       0.9999999999999989
15.600000000000001                                0.07521082432496068-5.820101496796695E-17i        0.07521082432496068-5.820101496796695E-17i        1.000000000000001
15.600000000000001                                0.07633169369669358+2.5381601543780174E-17i       0.07633169369669358+2.5381601543780174E-17i       1.0000000000000013
15.600000000000001                                0.08161985048271315+2.626710407901138E-16i        0.08161985048271315+2.626710407901138E-16i        1.000000000000001
15.600000000000001                                0.08194444993112017-2.398899320555675E-16i        0.08194444993112017-2.398899320555675E-16i        1.0000000000000016
15.600000000000001                                0.08265010320450648-2.5356145238060364E-16i       0.08265010320450648-2.535614523806037E-16i        1.0000000000000007
15.600000000000001                                0.08772304839268999+6.160400339838391E-16i        0.08772304839268999+6.160400339838392E-16i        1.0000000000000002
15.600000000000001                                0.09104691007263645-2.701994691396496E-15i        0.09104691007263645-2.7019946913964963E-15i       0.9999999999999991
15.600000000000001                                0.09309884730521394-9.331626534664923E-15i        0.09309884730521395-9.331626534664923E-15i        1.0000000000000016
15.600000000000001                                0.09340575161872297-3.000725053380058E-12i        0.09340575161872297-3.000725053380058E-12i        0.9999999999999981
15.600000000000001                                0.0942462811546414+1.1353993322359549E-12i        0.0942462811546414+1.1353993322359549E-12i        1.0000000000000013
15.600000000000001                                0.09848054780254115-1.287908311156267E-12i        0.09848054780254115-1.287908311156267E-12i        0.9999999999999997
15.600000000000001                                0.09988726917043425+7.132405252389473E-11i        0.09988726917043425+7.132405252389473E-11i        1.000000000000001
